abstract_text,authors,authors_orgn,download,journal,key,keywords,page,refer_key,title,url,year
"济阳坳陷埕岛—垦东潜山构造带与郯庐断裂带相邻。4条地震剖面在桩西和埕岛地区中生界内揭示大量逆冲断层,据此分析了该构造带不同部位的沉积—变形特征。郯庐断裂带在中生代不同时期具有不同的活动性质。郯庐断裂带的复杂运动过程是桩西和埕岛地区逆冲断层乃至整个北西向构造带中生代以来构造演化的直接动力之一。埕岛—垦东构造带在中生代之前具有相同的构造演化过程,其后由于郯庐断裂带两侧地块发生复杂的斜向离散—斜向汇聚运动,造成构造带不同位置形成了截然不同的构造面貌,于晚白垩世时形成北西向的埕岛—垦东构造带;新生代时因济阳坳陷形成再次统一接受沉积成为潜山披覆构造带。 ",张克鑫|漆家福|林会喜,中国石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司地质科学研究院 北京102249|山东东营257015,377,地质科学,8a5b3f12-8412-11e8-abac-408d5c0cc128,逆冲断层|埕岛—桩西—垦东潜山构造带|郯庐断裂带|中生代|鲁西济阳,9,87010e70-8412-11e8-b021-408d5c0cc128,济阳地区埕岛—垦东构造带中生代的逆冲断层及其与郯庐断裂带的关系,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
"应用薄片、铸体和阴极发光等室内分析技术,对鲁西隆起奥陶系碳酸盐岩及济阳坳陷潜山奥陶系钻井岩心样品进行了成岩作用及储集特征详细研究。奥陶系碳酸盐岩原生孔隙消失殆尽,次生成因的孔、洞和缝是主要储集空间。其中裂缝储集层在各层段均有发育,但白云岩段优于其它岩性段;构造缝主要分布在构造轴部和断裂带附近,溶蚀缝在不整合面附近较为发育。孔洞型储集层主要发育在白云岩层段,以晶间孔、晶间溶孔和晶内溶孔为主要储集空间;有少量有效孔隙分布在灰岩段,以铸模孔、粒内溶孔和粒内孔为主。马家沟组八陡段顶部发育溶蚀角砾岩、纹层状结晶灰岩,砾间缝、晶间缝和溶洞为主要储集空间。白云岩段是奥陶系碳酸盐岩主要储集层段,构造因素、岩性和成岩作用(尤其是胶结作用和溶蚀作用)是造成奥陶系碳酸盐岩储集层剖面分布差异性的主要控制因素。 ",张云峰|王清晨|李忠,大庆石油学院勘探系|中国科学院地质与地球物理研究所|中国科学院地质与地球物理研究所 黑龙江大庆163318|北京100029,366,地质科学,8c91edc2-8412-11e8-a77d-408d5c0cc128,奥陶系碳酸盐岩|储集层|成岩作用|济阳坳陷|鲁西隆起,10,87010e70-8412-11e8-b021-408d5c0cc128,鲁西地区奥陶系碳酸盐岩储集特征及主控因素,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
"以鲁西隆起区奥陶系碳酸盐岩沉积旋回与不整合面分析为基础, 应用薄片、铸体和阴极发光等室内分析技术, 对其成岩作用、成岩序列、孔隙演化及其特征进行了详细研究。研究区的成岩作用分为两类: 建设性成岩作用和破坏性成岩作用, 前者包括白云石化、压溶、去石膏化、溶蚀和破裂等作用; 后者以重结晶、胶结、压实、硅化和充填作用为主。奥陶系碳酸盐岩经历了多期次和多种类型的成岩作用演化, 与马家沟组相比, 三山子组多经历了一次其沉积后的短期表生和随后的埋藏作用。三山子组白云岩、马家沟组东黄山段、土峪段和阁庄段粉细晶白云岩以及八陡段不整合面以下的溶蚀角砾岩段发育次生孔洞缝系统, 是较为有利的储集层段。 ",张云峰|李忠|王清晨|孔庆友,大庆石油学院勘探系黑龙江大庆|中国科学院地质与地球物理研究所|南京大学地球科学系 163318|北京100029|南京210093,821,地质科学,8e985da8-8412-11e8-85e9-408d5c0cc128,碳酸盐岩|成岩作用|孔隙演化|奥陶系储集层|鲁西隆起区,15,87010e70-8412-11e8-b021-408d5c0cc128,鲁西隆起区奥陶系碳酸盐岩成岩作用及其对储集性的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
"华北渤海湾盆地济阳坳陷的东营凹陷中央隆起带同生断层非常发育,断层数量较多。主干正断层的下降盘上形成“逆牵引”构造,组成“负花状”地堑断裂系。这些断裂系将中央隆起带分割为一系列小断块。本文将这些断裂系和相关的小断块划分为3个构造,分别称为辛镇、东营和郝家—现河庄(简称郝—现)构造。研究证明,复杂断裂与断块组合构造主要为盐底辟作用的结果,伴生的逆牵引作用形成“包心状”的复杂断裂构造形态,总体上,东营凹陷中央隆起带构造成因是区域北北西—南南东向伸展作用下局部底辟作用和逆牵引作用共同形成的,而不是走滑成因。据强度,底辟构造可分为低幅度隆起和隐刺穿构造。其形成时期主要为沙河街组三段沉积期开始持续到馆陶组沉积前。底辟物质由盐岩为主的塑性层组成。 ",于建国|李三忠|王金铎|王新红|路慎强,中国石油化工集团公司胜利油田有限公司物探研究院山东东营|中国海洋大学海洋地球科学学院|中国石油化工集团公司胜利石油管理局物探公司|中国石油化工集团公司胜利油田有限公司物探研究院 257022|山东青岛266003|山东东营257022|山东东营257100,1014,地质科学,9089c9c6-8412-11e8-bf81-408d5c0cc128,东营凹陷|中央隆起带|断裂|盐|底辟构造|构造演化,14,87010e70-8412-11e8-b021-408d5c0cc128,东营凹陷盐底辟作用与中央隆起带断裂构造成因,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
"济阳坳陷发育两类复式温—压系统,即高压型复式温—压系统和低压型复式温—压系统。主要生烃凹陷同一层段的温—压系统平面分区特征在横向上有较大的变化:高压型复式温—压系统促使与断层有关的油气藏富集在中浅层,低压型复式温—压系统造成与断裂有关的油气藏可以发育在相对深层;高压型复式温—压系统可以产生长距离运移,而低压型复式温—压系统只能发生短距离运移。温—压系统控制油气藏分布,油气藏分布在相对低能区。 ",刘震|戴立昌|赵阳|许晓明|张善文|蔡进功,石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司|中国石油化工集团公司胜利油田有限公司 北京102249|山东东营257051,504,地质科学,92ec478a-8412-11e8-b06b-408d5c0cc128,地温—地压系统|异常压力|油气藏分布|济阳坳陷,15,87010e70-8412-11e8-b021-408d5c0cc128,济阳坳陷地温—地压系统特征及其对油气藏分布的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
根据层序地层学原理，对伊犁盆地二叠系至侏罗系层序和体系域进行了划分，并将稀土元素地球化学分析应用于中、下侏罗统层序岩相古地理研究中。稀土元素（ＲＥＥ）对识别层序、体系域边界及恢复层序框架内的沉积岩相古地理（古盐度、古水深、水体的ｐＨ及Ｅｈ值、氧化还原条件、湖平面升降变化）都具有重要意义。在缺乏其它资料的情况下，应用稀土元素地球化学分析方法可恢复地层层序的岩相古地理，指导层序地层框架内油气生、储、盖条件的研究。 ,鲁洪波|姜在兴,石油大学石油资源科学系,1069,石油大学学报(自然科学版),947b3736-8412-11e8-a6ae-408d5c0cc128,伊犁盆地|稀土元素|地球化学特征|岩相古地理,49k,87010e70-8412-11e8-b021-408d5c0cc128,稀土元素地球化学分析在岩相古地理研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1999
"本文通过对我国吉林浑江大阳岔寒武-奥陶系界线标准层型剖面中的无铰纲腕足类生物成因磷灰石,及沉积岩中的REE,U,Th,Sr,Ba,Co,Ni,Cr,V,Cu,Pb,Zn,Sc,Au,As等16种微量元素的系统分析,探讨了稀土元素分布模式及微量元素含量与组合沿剖面变化规律,为寒武-奥陶系界线层型剖面的建立和沉积环境的研究提供了地球化学依据。 ",赵振华|赵惠兰|柴之芳|马淑兰|毛雪瑛|马建国|周瑶琪,中国科学院地球化学研究所|中国科学院高能物理研究所|中国科学院高能物理研究所 贵阳|北京,100,中国科学(B辑 化学 生命科学 地学),9607b9a8-8412-11e8-9cc9-408d5c0cc128,浑江|奥陶系界线层型|无铰纲腕足类,11,87010e70-8412-11e8-b021-408d5c0cc128,大阳岔寒武-奥陶系界线层型剖面的无铰纲及沉积岩微量元素地球化学,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1989
"济阳坳陷埕岛—垦东潜山构造带与郯庐断裂带相邻。4条地震剖面在桩西和埕岛地区中生界内揭示大量逆冲断层,据此分析了该构造带不同部位的沉积—变形特征。郯庐断裂带在中生代不同时期具有不同的活动性质。郯庐断裂带的复杂运动过程是桩西和埕岛地区逆冲断层乃至整个北西向构造带中生代以来构造演化的直接动力之一。埕岛—垦东构造带在中生代之前具有相同的构造演化过程,其后由于郯庐断裂带两侧地块发生复杂的斜向离散—斜向汇聚运动,造成构造带不同位置形成了截然不同的构造面貌,于晚白垩世时形成北西向的埕岛—垦东构造带;新生代时因济阳坳陷形成再次统一接受沉积成为潜山披覆构造带。 ",张克鑫|漆家福|林会喜,中国石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司地质科学研究院 北京102249|山东东营257015,377,地质科学,993ca1da-8412-11e8-8634-408d5c0cc128,逆冲断层|埕岛—桩西—垦东潜山构造带|郯庐断裂带|中生代|鲁西济阳,9,87010e70-8412-11e8-b021-408d5c0cc128,济阳地区埕岛—垦东构造带中生代的逆冲断层及其与郯庐断裂带的关系,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
"应用薄片、铸体和阴极发光等室内分析技术,对鲁西隆起奥陶系碳酸盐岩及济阳坳陷潜山奥陶系钻井岩心样品进行了成岩作用及储集特征详细研究。奥陶系碳酸盐岩原生孔隙消失殆尽,次生成因的孔、洞和缝是主要储集空间。其中裂缝储集层在各层段均有发育,但白云岩段优于其它岩性段;构造缝主要分布在构造轴部和断裂带附近,溶蚀缝在不整合面附近较为发育。孔洞型储集层主要发育在白云岩层段,以晶间孔、晶间溶孔和晶内溶孔为主要储集空间;有少量有效孔隙分布在灰岩段,以铸模孔、粒内溶孔和粒内孔为主。马家沟组八陡段顶部发育溶蚀角砾岩、纹层状结晶灰岩,砾间缝、晶间缝和溶洞为主要储集空间。白云岩段是奥陶系碳酸盐岩主要储集层段,构造因素、岩性和成岩作用(尤其是胶结作用和溶蚀作用)是造成奥陶系碳酸盐岩储集层剖面分布差异性的主要控制因素。 ",张云峰|王清晨|李忠,大庆石油学院勘探系|中国科学院地质与地球物理研究所|中国科学院地质与地球物理研究所 黑龙江大庆163318|北京100029,366,地质科学,9b44fb0c-8412-11e8-a59c-408d5c0cc128,奥陶系碳酸盐岩|储集层|成岩作用|济阳坳陷|鲁西隆起,10,87010e70-8412-11e8-b021-408d5c0cc128,鲁西地区奥陶系碳酸盐岩储集特征及主控因素,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
"以鲁西隆起区奥陶系碳酸盐岩沉积旋回与不整合面分析为基础, 应用薄片、铸体和阴极发光等室内分析技术, 对其成岩作用、成岩序列、孔隙演化及其特征进行了详细研究。研究区的成岩作用分为两类: 建设性成岩作用和破坏性成岩作用, 前者包括白云石化、压溶、去石膏化、溶蚀和破裂等作用; 后者以重结晶、胶结、压实、硅化和充填作用为主。奥陶系碳酸盐岩经历了多期次和多种类型的成岩作用演化, 与马家沟组相比, 三山子组多经历了一次其沉积后的短期表生和随后的埋藏作用。三山子组白云岩、马家沟组东黄山段、土峪段和阁庄段粉细晶白云岩以及八陡段不整合面以下的溶蚀角砾岩段发育次生孔洞缝系统, 是较为有利的储集层段。 ",张云峰|李忠|王清晨|孔庆友,大庆石油学院勘探系黑龙江大庆|中国科学院地质与地球物理研究所|南京大学地球科学系 163318|北京100029|南京210093,821,地质科学,9d0e57d2-8412-11e8-890f-408d5c0cc128,碳酸盐岩|成岩作用|孔隙演化|奥陶系储集层|鲁西隆起区,15,87010e70-8412-11e8-b021-408d5c0cc128,鲁西隆起区奥陶系碳酸盐岩成岩作用及其对储集性的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
"华北渤海湾盆地济阳坳陷的东营凹陷中央隆起带同生断层非常发育,断层数量较多。主干正断层的下降盘上形成“逆牵引”构造,组成“负花状”地堑断裂系。这些断裂系将中央隆起带分割为一系列小断块。本文将这些断裂系和相关的小断块划分为3个构造,分别称为辛镇、东营和郝家—现河庄(简称郝—现)构造。研究证明,复杂断裂与断块组合构造主要为盐底辟作用的结果,伴生的逆牵引作用形成“包心状”的复杂断裂构造形态,总体上,东营凹陷中央隆起带构造成因是区域北北西—南南东向伸展作用下局部底辟作用和逆牵引作用共同形成的,而不是走滑成因。据强度,底辟构造可分为低幅度隆起和隐刺穿构造。其形成时期主要为沙河街组三段沉积期开始持续到馆陶组沉积前。底辟物质由盐岩为主的塑性层组成。 ",于建国|李三忠|王金铎|王新红|路慎强,中国石油化工集团公司胜利油田有限公司物探研究院山东东营|中国海洋大学海洋地球科学学院|中国石油化工集团公司胜利石油管理局物探公司|中国石油化工集团公司胜利油田有限公司物探研究院 257022|山东青岛266003|山东东营257022|山东东营257100,1014,地质科学,9ec93222-8412-11e8-8ab7-408d5c0cc128,东营凹陷|中央隆起带|断裂|盐|底辟构造|构造演化,14,87010e70-8412-11e8-b021-408d5c0cc128,东营凹陷盐底辟作用与中央隆起带断裂构造成因,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
"济阳坳陷发育两类复式温—压系统,即高压型复式温—压系统和低压型复式温—压系统。主要生烃凹陷同一层段的温—压系统平面分区特征在横向上有较大的变化:高压型复式温—压系统促使与断层有关的油气藏富集在中浅层,低压型复式温—压系统造成与断裂有关的油气藏可以发育在相对深层;高压型复式温—压系统可以产生长距离运移,而低压型复式温—压系统只能发生短距离运移。温—压系统控制油气藏分布,油气藏分布在相对低能区。 ",刘震|戴立昌|赵阳|许晓明|张善文|蔡进功,石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司|中国石油化工集团公司胜利油田有限公司 北京102249|山东东营257051,504,地质科学,a0e6d36e-8412-11e8-9f7f-408d5c0cc128,地温—地压系统|异常压力|油气藏分布|济阳坳陷,15,87010e70-8412-11e8-b021-408d5c0cc128,济阳坳陷地温—地压系统特征及其对油气藏分布的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
根据层序地层学原理，对伊犁盆地二叠系至侏罗系层序和体系域进行了划分，并将稀土元素地球化学分析应用于中、下侏罗统层序岩相古地理研究中。稀土元素（ＲＥＥ）对识别层序、体系域边界及恢复层序框架内的沉积岩相古地理（古盐度、古水深、水体的ｐＨ及Ｅｈ值、氧化还原条件、湖平面升降变化）都具有重要意义。在缺乏其它资料的情况下，应用稀土元素地球化学分析方法可恢复地层层序的岩相古地理，指导层序地层框架内油气生、储、盖条件的研究。 ,鲁洪波|姜在兴,石油大学石油资源科学系,1069,石油大学学报(自然科学版),a27ce41c-8412-11e8-9546-408d5c0cc128,伊犁盆地|稀土元素|地球化学特征|岩相古地理,49k,87010e70-8412-11e8-b021-408d5c0cc128,稀土元素地球化学分析在岩相古地理研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1999
"本文通过对我国吉林浑江大阳岔寒武-奥陶系界线标准层型剖面中的无铰纲腕足类生物成因磷灰石,及沉积岩中的REE,U,Th,Sr,Ba,Co,Ni,Cr,V,Cu,Pb,Zn,Sc,Au,As等16种微量元素的系统分析,探讨了稀土元素分布模式及微量元素含量与组合沿剖面变化规律,为寒武-奥陶系界线层型剖面的建立和沉积环境的研究提供了地球化学依据。 ",赵振华|赵惠兰|柴之芳|马淑兰|毛雪瑛|马建国|周瑶琪,中国科学院地球化学研究所|中国科学院高能物理研究所|中国科学院高能物理研究所 贵阳|北京,100,中国科学(B辑 化学 生命科学 地学),a4066d4a-8412-11e8-a530-408d5c0cc128,浑江|奥陶系界线层型|无铰纲腕足类,11,87010e70-8412-11e8-b021-408d5c0cc128,大阳岔寒武-奥陶系界线层型剖面的无铰纲及沉积岩微量元素地球化学,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1989
"对东营凹陷南斜坡沙四段油砂采样和高分辨率的GC-MS分析,研究了南斜坡沙四段原油的生物标志物特征,并且进行了油源对比,分析了原油成因。C29甾烷20S/20(R+S)和C29甾烷ββ/(αα+ββ)参数显示纯化、乐安、广利、金家和王家岗部分样品为低成熟原油。小营、正理庄、高青和王家岗部分地区样品为成熟油原油。C27/C29>1反映广利、纯化和金家母源输入有低等水生生物输入,C27/C29<1反映王家岗、草桥、高青和小营地区母源有高等植物的贡献。原油中正构烷烃主要以奇数碳占优势,碳数分布为nC14-nC34,普遍存在生物降解,个别样品正构烷烃几乎消失殆尽。多数样品Pr/Ph<1,具有明显地植烷优势,伽马蜡烷/C30藿烷分布介于0.15～1之间,说明母源沉积环境为半咸水-咸水还原沉积环境。油源对比表明博兴地区的原油主要来自于博兴洼陷的沙三、沙四上段烃源岩。纯化油田油源主要来自于利津和博兴洼陷沙四上亚段,乐安、八面河、羊角沟、王家岗、广利油田的原油来自牛庄洼陷沙四上亚段。 ",杨子成|张金亮,中国海洋大学海洋地球科学学院|中国海洋大学海洋地球科学学院 山东青岛266100,964,中国海洋大学学报(自然科学版),a7477740-8412-11e8-b6ed-408d5c0cc128,原油|生物标志物|油源对比|母源输入|东营凹陷,8,,东营凹陷南斜坡原油生物标志物特征和油源对比,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2008
"应用多种有机地球化学成熟度参数,对东营凹陷古近系烃源岩的成熟度随深度的演化特征进行了研究。结果表明,甾、萜的异构化参数、脱羟基维生素E的w(β)/w(γ)值、热解转化率、饱和烃碳优势指数(CPI)和奇偶优势值(OEP)指数可以有效地确定烃源岩的成熟门限;而镜质体反射率、热解最高峰温和烃指数等是划分烃源岩更高成熟阶段的有效指标。综合利用多种指标确定烃源岩的成熟度,最终可将东营凹陷烃源岩有机质热演化划分出5个阶段:(1)未成熟生物化学作用阶段,对应深度为0~1 800 m;(2)低熟油生成阶段,对应深度为1 800~2 600 m;(3)成熟阶段,对应深度为2 600~3 900 m;(4)高成熟阶段,对应深度为3 900~5 100 m;(5)过成熟阶段,对应深度大于5 100m。东营凹陷古近系主力烃源岩层主要处于成熟和高成熟阶段,常规成熟门限较深,因而具有良好的油气保存条件,适合油气的保存,这也是东营凹陷油多气少的根本原因。 ",任拥军|周瑶琪|查明|金强,中国石油大学地球资源与信息学院|中国石油大学地球资源与信息学院 山东东营257061,894,中国石油大学学报(自然科学版),aa6d0e48-8412-11e8-9ef8-408d5c0cc128,东营凹陷|古近系|烃源岩|成熟度,5,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷古近系烃源岩成熟度特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2006
"东营凹陷是一个北断南超的不对称箕状断陷湖盆,湖盆中的常量元素和微量元素含量及有关元素比值呈现出明显的旋回变化特征。而其中元素的分配及比值的变化、组合都在一定程度上指示着古沉积环境的演化历程。通过分析Fe,Mn,Ca,Sr等元素含量和Fe/Mn,Sr/Ba,Sr/Ca,Mg/Ca等元素比值以及碳氧同位素的变化特征,对东营凹陷南斜坡沙四段沉积时期的沉积环境进行了系统的研究。结果反映了沙四段沉积时期的古气候、古盐度、古湖水面和古生产力基本上都显示出了旋回变化的特征。 ",宋明水,中国石油化工胜利油田分公司勘探项目管理部 山东东营　257001,989,矿物岩石,ac194022-8412-11e8-99a5-408d5c0cc128,东营凹陷|沉积环境|地球化学|微量元素|常量元素|同位素,7,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷南斜坡沙四段沉积环境的地球化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2005
"通过对东营凹陷烃源岩及原油的研究 ,发现东营凹陷主要油田的原油来自沙河街组沙三段下部 (Es3下)和沙四段上部 (Es4 上)的烃源岩。作者利用大量的地质地球化学资料 ,深入分析了这两套优质烃源岩在沉积特征、地球化学特征等方面的差异性。其中沙三段下部烃源岩是在咸水—半咸水深湖—半深湖环境下沉积形成的 ,沙四段上部是在盐水—咸水浅湖—半深湖环境下形成的。同时还讨论了这两套优质烃源岩有机质的富集与保存特征 ,揭示了两套优质烃源岩的形成条件———高的古生产力和缺氧环境 ,其中咸水沉积环境是沙四段上部优质烃源岩形成的一个重要影响因素 ,藻类勃发控制了沙四段上部和沙三段下部高有机质丰度烃源岩的形成 ",朱光有|金强,石油大学地球资源与信息学院|石油大学地球资源与信息学院 山东东营257061,1356,沉积学报,adb367da-8412-11e8-b8b7-408d5c0cc128,优质烃源岩|东营凹陷|沙河街组|缺氧环境|古生产力,7,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷两套优质烃源岩层地质地球化学特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2003
"东营凹陷博兴地区沙河街组第四段上部和第三段中下部发育两套烃源岩 ,其有机地球化学特征 ,尤其是反映沉积环境的生物标志化合物特征有明显的差异。目前已发现的石油大致分为两大类 :高青、博兴油田的原油主要属于源自沙四段烃源岩的“沙四型”原油 ;小营、乔庄、梁家楼、大芦湖油田的原油主要为源自沙三段烃源岩的“沙三型”原油。金家、正理庄、纯化油田的原油混源特征明显。从纵向上看 ,沙三、沙四段中的油气主要来自本层系 ,其他层系的原油主要为混源型原油。 ",谭丽娟|蒋有录|苏成义|梁书义,石油大学地球资源与信息学院|胜利油田股份公司|胜利油田股份公司 山东东营257061|山东东营257015,507,石油大学学报(自然科学版),af84c13a-8412-11e8-b995-408d5c0cc128,东营凹陷|烃源岩|原油|生物标志化合物|油源特征,5,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷博兴地区烃源岩和油源特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2002
"应用多种有机地球化学成熟度参数,对东营凹陷古近系烃源岩的成熟度随深度的演化特征进行了研究。结果表明,甾、萜的异构化参数、脱羟基维生素E的w(β)/w(γ)值、热解转化率、饱和烃碳优势指数(CPI)和奇偶优势值(OEP)指数可以有效地确定烃源岩的成熟门限;而镜质体反射率、热解最高峰温和烃指数等是划分烃源岩更高成熟阶段的有效指标。综合利用多种指标确定烃源岩的成熟度,最终可将东营凹陷烃源岩有机质热演化划分出5个阶段:(1)未成熟生物化学作用阶段,对应深度为0~1 800 m;(2)低熟油生成阶段,对应深度为1 800~2 600 m;(3)成熟阶段,对应深度为2 600~3 900 m;(4)高成熟阶段,对应深度为3 900~5 100 m;(5)过成熟阶段,对应深度大于5 100m。东营凹陷古近系主力烃源岩层主要处于成熟和高成熟阶段,常规成熟门限较深,因而具有良好的油气保存条件,适合油气的保存,这也是东营凹陷油多气少的根本原因。 ",任拥军|周瑶琪|查明|金强,中国石油大学地球资源与信息学院|中国石油大学地球资源与信息学院 山东东营257061,894,中国石油大学学报(自然科学版),b27e1286-8412-11e8-9416-408d5c0cc128,东营凹陷|古近系|烃源岩|成熟度,5,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷古近系烃源岩成熟度特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2006
"东营凹陷是一个北断南超的不对称箕状断陷湖盆,湖盆中的常量元素和微量元素含量及有关元素比值呈现出明显的旋回变化特征。而其中元素的分配及比值的变化、组合都在一定程度上指示着古沉积环境的演化历程。通过分析Fe,Mn,Ca,Sr等元素含量和Fe/Mn,Sr/Ba,Sr/Ca,Mg/Ca等元素比值以及碳氧同位素的变化特征,对东营凹陷南斜坡沙四段沉积时期的沉积环境进行了系统的研究。结果反映了沙四段沉积时期的古气候、古盐度、古湖水面和古生产力基本上都显示出了旋回变化的特征。 ",宋明水,中国石油化工胜利油田分公司勘探项目管理部 山东东营　257001,989,矿物岩石,b4098436-8412-11e8-a931-408d5c0cc128,东营凹陷|沉积环境|地球化学|微量元素|常量元素|同位素,7,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷南斜坡沙四段沉积环境的地球化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2005
"通过对东营凹陷烃源岩及原油的研究 ,发现东营凹陷主要油田的原油来自沙河街组沙三段下部 (Es3下)和沙四段上部 (Es4 上)的烃源岩。作者利用大量的地质地球化学资料 ,深入分析了这两套优质烃源岩在沉积特征、地球化学特征等方面的差异性。其中沙三段下部烃源岩是在咸水—半咸水深湖—半深湖环境下沉积形成的 ,沙四段上部是在盐水—咸水浅湖—半深湖环境下形成的。同时还讨论了这两套优质烃源岩有机质的富集与保存特征 ,揭示了两套优质烃源岩的形成条件———高的古生产力和缺氧环境 ,其中咸水沉积环境是沙四段上部优质烃源岩形成的一个重要影响因素 ,藻类勃发控制了沙四段上部和沙三段下部高有机质丰度烃源岩的形成 ",朱光有|金强,石油大学地球资源与信息学院|石油大学地球资源与信息学院 山东东营257061,1356,沉积学报,b59856e4-8412-11e8-a2a0-408d5c0cc128,优质烃源岩|东营凹陷|沙河街组|缺氧环境|古生产力,7,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷两套优质烃源岩层地质地球化学特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2003
"东营凹陷博兴地区沙河街组第四段上部和第三段中下部发育两套烃源岩 ,其有机地球化学特征 ,尤其是反映沉积环境的生物标志化合物特征有明显的差异。目前已发现的石油大致分为两大类 :高青、博兴油田的原油主要属于源自沙四段烃源岩的“沙四型”原油 ;小营、乔庄、梁家楼、大芦湖油田的原油主要为源自沙三段烃源岩的“沙三型”原油。金家、正理庄、纯化油田的原油混源特征明显。从纵向上看 ,沙三、沙四段中的油气主要来自本层系 ,其他层系的原油主要为混源型原油。 ",谭丽娟|蒋有录|苏成义|梁书义,石油大学地球资源与信息学院|胜利油田股份公司|胜利油田股份公司 山东东营257061|山东东营257015,507,石油大学学报(自然科学版),b72c0e74-8412-11e8-aa96-408d5c0cc128,东营凹陷|烃源岩|原油|生物标志化合物|油源特征,5,a7477740-8412-11e8-b6ed-408d5c0cc128,东营凹陷博兴地区烃源岩和油源特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2002
